Date,Minimum temperature (°C),Maximum temperature (°C),Mean Temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Speed of maximum wind gust (km/h)
2021/09/14,0.13368983957219252,0.10606060606060601,0.06976744186046518,0.004405286343612335,0.17647058823529413,0.6204379562043796,0.26229508196721313
2021/06/09,0.25668449197860965,0.12878787878787873,0.144702842377261,0.0881057268722467,0.11764705882352942,0.03649635036496351,0.8524590163934426
2021/12/25,0.7433155080213903,0.39393939393939387,0.5607235142118862,0.0,0.5,0.44525547445255476,0.39344262295081966
2021/05/21,0.17112299465240643,0.24242424242424235,0.1808785529715762,0.0,0.11764705882352942,0.6496350364963505,0.0
2022/03/03,0.7754010695187166,0.7272727272727272,0.8036175710594315,0.0,0.2647058823529412,0.8832116788321168,0.14754098360655737
2022/02/10,0.7647058823529412,0.4318181818181817,0.5968992248062015,0.0,0.3823529411764706,0.49635036496350365,0.39344262295081966
2021/12/04,0.5080213903743316,0.28409090909090906,0.372093023255814,0.0,0.5,0.19708029197080296,0.36065573770491804
2021/07/22,0.1122994652406417,0.018939393939393936,0.0,0.013215859030837005,0.1911764705882353,0.007299270072992701,0.5081967213114754
2021/04/08,0.663101604278075,0.6818181818181818,0.7183462532299743,0.0,0.338235294117647,0.3576642335766424,0.45901639344262296
2021/12/27,0.5828877005347594,0.45454545454545453,0.5245478036175711,0.004405286343612335,0.4264705882352941,0.708029197080292,0.45901639344262296
2021/02/01,0.5561497326203209,0.3409090909090909,0.43410852713178305,0.0,0.5441176470588236,0.11678832116788322,0.29508196721311475
2021/04/30,0.34759358288770054,0.4962121212121211,0.4392764857881137,0.0,0.0,0.7445255474452555,0.2459016393442623
2022/01/03,0.7379679144385027,0.3409090909090909,0.5219638242894057,0.0,0.7352941176470589,0.7664233576642336,0.4262295081967213
2021/02/18,0.8074866310160429,0.7765151515151515,0.8527131782945737,0.0,0.8382352941176471,0.905109489051095,0.5081967213114754
2021/12/26,0.6470588235294118,0.28409090909090906,0.4392764857881137,0.0,0.5882352941176471,0.19708029197080296,0.39344262295081966
2021/04/16,0.4545454545454546,0.1439393939393939,0.2506459948320414,0.022026431718061675,0.3088235294117647,0.09489051094890512,0.14754098360655737
2022/02/25,0.8021390374331551,0.39393939393939387,0.5891472868217055,0.0,0.35294117647058826,0.4233576642335766,0.36065573770491804
2021/08/24,0.18181818181818185,0.06818181818181814,0.06718346253229977,0.2290748898678414,0.29411764705882354,0.4525547445255475,0.39344262295081966
2021/03/14,0.42780748663101603,0.24242424242424235,0.3049095607235142,0.3788546255506608,0.5441176470588236,0.7299270072992701,0.26229508196721313
